Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Ashok Meat Wala,New Delhi,"Shop 16, G-H10, Sunder Vihar, Paschim Vihar, New Delhi",Paschim Vihar,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,40,India
Biryani Sons & Co.,New Delhi,"Paschim Vihar, New Delhi",Paschim Vihar,"Biryani, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,63,India
Curry Tree,New Delhi,"18, BG - 8, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,18,India
Deli 63,New Delhi,"Shop 3, A-4, Opposite Paschim Vihar East Metro Station, Paschim Vihar, New Delhi",Paschim Vihar,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,52,India
Friends Shawarma,New Delhi,"111, Sundram Tower, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,107,India
Ganesh Restaurant,New Delhi,"BG-8, DDA Central Market, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,105,India
Kake Da Hotel,New Delhi,"19, BG-8, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,29,India
Nirmal Vada Pav,New Delhi,"Shop 26, B-1 Market, Paschim Vihar, New Delhi",Paschim Vihar,Street Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,75,India
Oasis Baklawa,New Delhi,"B 2/9, Near HDFC Bank, Paschim Vihar, New Delhi",Paschim Vihar,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,76,India
Puri Bakers,New Delhi,"A-3/264, Paschim Vihar, New Delhi",Paschim Vihar,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,108,India
Wonder Taste of Spices,New Delhi,"Shop 50, Ground Floor, DDA Market, Near Block B-3, Teachers Colony, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,75,India
Biryaniwala,New Delhi,"G-5, Vardhman Plaza, LSC Near National Market, Bhera Enclave, Paschim Vihar, New Delhi",Paschim Vihar,"Biryani, North Indian",300,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor,68,India
Firangi N More,New Delhi,"Shop 33, B-1 Market, Paschim Vihar, New Delhi",Paschim Vihar,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,43,India
Pakwan,New Delhi,"G 9, Garg Plaza, LSC, Bhera Enclave, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Chinese, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor,45,India
Subway,New Delhi,"M-1, Guru Harkishan Nagar, Paschim Vihar, New Delhi",Paschim Vihar,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,31,India
24x7,New Delhi,"JP Hotel, 6B, Near Max Hospital, Patparganj, New Delhi Patparganj",Patparganj,"North Indian, Continental, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,18,India
Cafe Cook,New Delhi,"A-139, Madhu Vihar, Near, Patparganj, New Delhi",Patparganj,"Fast Food, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,15,India
La-Nawaab,New Delhi,"G-4, Atlantic Market, Near Canara Bank, Patparganj, New Delhi",Patparganj,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,India
Roadside Cafe,New Delhi,"Shop 11, C-7, Sai Chowk, Madhu Vihar, Patparganj, New Delhi",Patparganj,"Chinese, North Indian",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,55,India
Royal India Food Plaza,New Delhi,"G4, Pankaj Corner Plaza, IP Extension, Patparganj, New Delhi",Patparganj,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12,India
Sir John Bakery Cafe,New Delhi,"Shop 19, DDA Central Market, Near Balco Apartments, Patparganj, New Delhi",Patparganj,"Bakery, Desserts, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,27,India
Bikku Bakes,New Delhi,"C-5, Press Apartments, Patparganj, New Delhi",Patparganj,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,59,India
Giani,New Delhi,"G-5, Aggarwal Towers, I.P.Extension, Near Ajanta Apartments, Patparganj, New Delhi",Patparganj,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,65,India
Zune - Piccadily Hotel,New Delhi,"Piccadily Hotel, District Center Complex, Janakpuri, New Delhi","Piccadily Hotel, Janakpuri","North Indian, Kashmiri, Mughlai",2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.6,Orange,Average,67,India
361 Restaurant & Banquet,New Delhi,"361, Kohat Enclave, Pitampura, New Delhi",Pitampura,"North Indian, Chinese, Seafood",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,67,India
6 Pack Momos,New Delhi,"QU Block, DDA Market, Pitampura, New Delhi",Pitampura,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7,India
Amritsari Kulcha,New Delhi,"Flat 22, RU Block, Opposite Power House, Pitampura, New Delhi",Pitampura,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4,India
Bake Houz,New Delhi,"HU-7, Near Ram Lila Ground, Pitampura, New Delhi",Pitampura,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,4,India
Ben's Foods,New Delhi,"QU-272 A, Pitampura, New Delhi",Pitampura,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,9,India
Bobby Punjabi Rasoi,New Delhi,"24, KD Block, DDA Market, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,113,India
Bromfy Public House,New Delhi,"Shop 5-8, Pankaj Arcade, Near Fawara Chowk, Rani Bagh, Pitampura, New Delhi",Pitampura,"Continental, Italian, North Indian, Lebanese",1600,Indian Rupees(Rs.),No,No,No,No,3,2.8,Orange,Average,27,India
BTW,New Delhi,"WZ 664, Rishi Nagar, Rani Bagh, Pitampura, New Delhi",Pitampura,"Street Food, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,63,India
Chacha Shankar,New Delhi,"KP Block, Double Tank, Near Petrol Pump, City Park Hotel, Pitampura, New Delhi",Pitampura,North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,29,India
Chaska,New Delhi,"G-6, Maya Complex, GU Block, Pitampura, New Delhi",Pitampura,"North Indian, South Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,161,India
Chatore.e.e,New Delhi,"GU Block, Vardhman Complex, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,38,India
Chawla's Tandoori Xpress,New Delhi,"2 & 3, DDA Commercial Complex, Road 44, Fountain Chowk, Rani Bagh, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,75,India
Chawla's Tandoori Xpress,New Delhi,"3 & 4, Plot 7, Vardhman Shopping Complex, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,45,India
Chinese Hut,New Delhi,"JD Block Market, Pitampura, New Delhi",Pitampura,Chinese,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,60,India
Culinaria,New Delhi,"66, Shakti Vihar, Pitampura, New Delhi",Pitampura,"North Indian, Chinese, Continental, Thai",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,10,India
Deli Cake Cafe,New Delhi,"RP 8, Near Gopal Mandir, Pitampura, New Delhi",Pitampura,"Bakery, Fast Food, Chinese",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,33,India
Domino's Pizza,New Delhi,"1 & 21 KD, Ground Floor, DDA Market, Pitampura, New Delhi",Pitampura,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,73,India
Domino's Pizza,New Delhi,"19, Ground Floor, Road 44, Community Centre, Pitampura, New Delhi",Pitampura,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,65,India
Dragon Hut,New Delhi,"AP Block Market, Near Corporation Bank ATM, Pitampura, New Delhi",Pitampura,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,72,India
Frontier Restaurant,New Delhi,"24, BU Block, DDA Market, Outer Ring Road, Pitampura, New Delhi",Pitampura,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,7,India
Giani's,New Delhi,"JP-8, Gopal Mandir Road, Pitampura, New Delhi",Pitampura,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,36,India
Giani,New Delhi,"GU- 3A, SG Century Plaza, DDA Market, Pitampura, New Delhi",Pitampura,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
Grand Bikaner,New Delhi,"C D Block, LSC, Aggarwal Chambers, Pitampura, New Delhi",Pitampura,"Mithai, Street Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,5,India
Hill Chillz 26,New Delhi,"A-5, NN Tower, Road 44, Rani Bagh, Pitampura, New Delhi",Pitampura,"Ice Cream, Desserts",150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,41,India
K's Town,New Delhi,"S-1, SG Century Plaza, GU Block Market, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,20,India
Laxmi Ice Cream Parlour,New Delhi,"QU 4, Near Wah Bhai Wah, Pitampura, New Delhi",Pitampura,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12,India
Make My Day,New Delhi,"Shop 1, 322, Rajdhani Enclave, Pitampura, New Delhi",Pitampura,"Desserts, Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,25,India
McDonald's,New Delhi,"M2K Multiplex, Community Centre, Road 44, Pitampura, New Delhi",Pitampura,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,58,India
Mikky Peshawari,New Delhi,"7, NN Tower, Shopping Complex, Road 44, Fountain Chowk, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,49,India
Moroca,New Delhi,"Shop 21, Plot 4, Garg Plaza, LSC Shopping Complex, Sainik Vihar, Pitampura, New Delhi",Pitampura,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,31,India
New Punjabi Dhaba and Caterers,New Delhi,"WZ/1593, Vasundhara Market, Main Bazar, Rani Bagh, Pitampura, New Delhi",Pitampura,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,39,India
Pandey Chinese Hut,New Delhi,"Shop 7, S.G Complex, GU Market, Pitampura, New Delhi",Pitampura,"Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,43,India
Pandey Chinese Hut,New Delhi,"Shop 1, QU Block Park, Pitampura, New Delhi",Pitampura,"Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,7,India
Peppers & Pipes,New Delhi,"Shop 8, SG Complex, GU Market, Pitampura, New Delhi",Pitampura,"Chinese, Italian, Continental",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,15,India
Punjabi Zaika,New Delhi,"3547, Mahindra Park Chowk, Near Ram Leela Ground, Rani Bagh, Pitampura, New Delhi",Pitampura,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,110,India
Punjabi's Eating Hub,New Delhi,"G-5 & G-6, Anshul Tower, LSC, Sainik Vihar Market, Pitampura, New Delhi",Pitampura,"North Indian, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,31,India
Punjabian Di Shaan,New Delhi,"Shop G-11, Aditya Complex, KP Block, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,4,India
Puran Chand,New Delhi,"25, KD Market, Near Kohat Enclave Metro Station, Pitampura, New Delhi",Pitampura,North Indian,750,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,48,India
Ram Chinese Food,New Delhi,"UU Block, Near Maharaja Agrasen Model School, Pitampura, New Delhi",Pitampura,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,9,India
Rooftop,New Delhi,"Shop 7, 1st Floor, QU Block, DDA Market, Opposite Income Tax Colony, Pitampura, New Delhi",Pitampura,"North Indian, Chinese, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,24,India
Ruchi's Food Junction,New Delhi,"Shop G-41, Plot 21, Ground Floor, Commercial Complex KP Block, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,8,India
Sahni Veg & Non Veg,New Delhi,"G-6, Plot 6, KP Block, Community Complex, Near City Park Hotel, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,26,India
Shiv Chinese Chat Bhandar,New Delhi,"Main Road, Near SU Park, Pitampura, New Delhi",Pitampura,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,13,India
Shutup 'N' Eat,New Delhi,"Shop 23, Garg Plaza, Sainik Vihar, Pitampura, New Delhi",Pitampura,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,158,India
Sindhi Chicken Corner,New Delhi,"Lu Market, Near Ramlila Ground, Pitampura, New Delhi",Pitampura,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,80,India
Smokshh The Lounge,New Delhi,"Building 2, 2nd Floor, Vaishali Enclave, Pitampura, New Delhi",Pitampura,"Cafe, North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,25,India
Subway,New Delhi,"66, Harsh Vihar, Pitampura, New Delhi",Pitampura,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,77,India
The Blessing Bliss,New Delhi,"Plot 4, 80th Feet Road, Local Shopping Complex, Police Line Marg, Near Bal Bharti Public School, Pitampura, New Delhi",Pitampura,"North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,21,India
The Butter Cup,New Delhi,"CP 22, Maurya Enclave, Pitampura, New Delhi",Pitampura,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,7,India
The Cake Bucks,New Delhi,"KP-09, Gopal Mandir Road, Near City Park Hotel, Pitampura, New Delhi",Pitampura,"Bakery, Fast Food, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,85,India
The Taste of Delhi,New Delhi,"Shop 2, 4, 6, & 7, CD Block, Sagar Complex, Pitampura, New Delhi",Pitampura,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,128,India
The Taste,New Delhi,"Shop 22, SU Market, Pitampura, New Delhi",Pitampura,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India
VadaPav 'n' Frankie,New Delhi,"CD Block, Aggarwal Shopping Centre, Near SU Park, Pitampura, New Delhi",Pitampura,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5,India
Vaishnav Chat & Caterers,New Delhi,"2 & 3, Rohit Kunj Market, Pitampura, New Delhi",Pitampura,"Street Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,34,India
Yellowtail,New Delhi,"WZ-884, Near Punjab & Sind Bank, Rani Bagh, Pitampura, New Delhi",Pitampura,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,19,India
Baker's Stop,New Delhi,"209, Harsh Vihar, Pitampura, New Delhi",Pitampura,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,71,India
Bansal Sweets,New Delhi,"6, JD Market, Pitampura, New Delhi",Pitampura,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,91,India
Bharat Sweets,New Delhi,"KD-81, Near Kohat Enclave Metro Station, Pitampura, New Delhi",Pitampura,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,26,India
Dosa Corner,New Delhi,"33-A, JD Market, Pitampura, New Delhi",Pitampura,"South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,93,India
Green Chick Chop,New Delhi,"2, JD Market, Pitampura, New Delhi",Pitampura,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,68,India
Greenvich,New Delhi,"Shop G9, Pearl Best Heights 2, Netaji Subash Place, Pitampura, New Delhi",Pitampura,"Chinese, Continental",350,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,40,India
Hamburg To Hyderabad,New Delhi,"Near Pushpanjali Enclave, Pitampura, New Delhi",Pitampura,"Hyderabadi, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,63,India
I Food You,New Delhi,"Pitampura, New Delhi",Pitampura,"Continental, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,92,India
Kay's Chicken Corner,New Delhi,"17, ND Market, Near TV Tower, Pitampura, New Delhi",Pitampura,"Mughlai, North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,103,India
Lanche,New Delhi,"Near Netaji Subhash Place, Pitampura, New Delhi",Pitampura,"Fast Food, Healthy Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,105,India
Marshmallow Cakes & More,New Delhi,"Shop G7, Plot 7, DP Block Market, Pitampura, New Delhi",Pitampura,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,10,India
Om Corner,New Delhi,"612, Rishi Nagar, Rani Bagh, Near Pitampura, New Delhi",Pitampura,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,57,India
Peshawari,New Delhi,"K.D. Block, DDA Market, Pitampura, New Delhi",Pitampura,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,79,India
Puri Bakers,New Delhi,"Plot 17, Engineer Enclave, Pitampura, New Delhi",Pitampura,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,72,India
Republic Of Food Lovers,New Delhi,"Shop 20, Sainik Vihar Market, Pitampura, New Delhi",Pitampura,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,27,India
Sharma Bakers,New Delhi,"WZ/1075, Main Bazar, Rani Bagh, Pitampura, New Delhi",Pitampura,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,33,India
Street Hawkers,New Delhi,"G-2, Anshul Tower, Shopping Centre, Sainik Vihar, Pitampura, New Delhi",Pitampura,"Chinese, Beverages",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,32,India
The Midnight Heroes,New Delhi,"Pitampura, New Delhi",Pitampura,"North Indian, Biryani, Chinese, Fast Food",950,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.6,Yellow,Good,379,India
Tilak Munjal-R Panchkuian Samose Wale,New Delhi,"JD 21, Ashiana Chowk, Pitampura, New Delhi",Pitampura,Street Food,100,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,98,India
3x Cafe,New Delhi,"22, RU Block, Opposite Power House, Pitampura, New Delhi",Pitampura,"Fast Food, Desserts, Beverages",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Amritsari Naan,New Delhi,"QU-1, Pitampura, New Delhi",Pitampura,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Chinese Tadka,New Delhi,"KP Block, Near City Park Hotel, Pitampura, New Delhi",Pitampura,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Dinesh Meat Wala,New Delhi,"Shop 28, LU, DDA Market, Pitampura, New Delhi",Pitampura,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Jeet Pizza,New Delhi,"QU Block Market, Pitampura, New Delhi",Pitampura,"Pizza, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,3,India
New South Indian & Chinese Foods,New Delhi,"Shop 197A, QU, Block, Pitampura, New Delhi",Pitampura,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Niti Shake & Ice Cream Hub,New Delhi,"QU Block, DDA Market, Opposite Income Tax Colony, Pitampura, New Delhi",Pitampura,"Desserts, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Yumbuns,New Delhi,"Shop 6, QU Block, DDA Market, Pitampura, New Delhi",Pitampura,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Giri Momos Centre & Chinese Fast Food,New Delhi,"Shop 1, Rajasthali Market, Main Road, Pitampura, New Delhi",Pitampura,Chinese,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,69,India
Laalwala's,New Delhi,"3399, Mahindra Park Chowk, Rani Bagh, Pitampura, New Delhi",Pitampura,"North Indian, Mithai, South Indian, Street Food, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,37,India
Sagar Ratna,New Delhi,"FD 2, Ground Floor, Near Pitampura Metro Station, Pitampura, New Delhi",Pitampura,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,131,India
Babu Shahi Bawarchi,New Delhi,"5, Darga Makta Peer, Pragati Maidan, New Delhi",Pragati Maidan,Biryani,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,100,India
Cafe Lota,New Delhi,"National Crafts Museum, Gate 2, Bhairon Marg, Pragati Maidan, New Delhi",Pragati Maidan,"North Indian, South Indian, Bihari",1200,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,2213,India
Bombay's Royal China,New Delhi,"Shop 76, DDA Market, Prashant Vihar, New Delhi",Prashant Vihar,"Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,17,India
Chin China,New Delhi,"Shop 1, RG Complex 1, Prashant Vihar, New Delhi",Prashant Vihar,Chinese,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India
Cholkat,New Delhi,"B-28, Milansar Apartment, Prashant Vihar, New Delhi",Prashant Vihar,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,4,India
Deluxe Butter Omlette,New Delhi,"S-71, Aggarwal Plaza, Opposite Balaji Mandir, Prashant Vihar, New Delhi",Prashant Vihar,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India
Giani's,New Delhi,"B-12/3, Prashant Vihar, New Delhi",Prashant Vihar,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,12,India
Kanha Sweets,New Delhi,"A 14, Near Lancer's Convent School, Prashant Vihar, New Delhi",Prashant Vihar,"Street Food, Mithai",150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,24,India
Liquid,New Delhi,"D Block, Central Market, Prashant Vihar, New Delhi",Prashant Vihar,"North Indian, Mughlai, Chinese",2400,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,11,India
Papa Chinese Veg Food,New Delhi,"B-12/5, Opposite CRPF School, Prashant Vihar, New Delhi",Prashant Vihar,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,12,India
